id,image_id,category_id,bbox,segmentation,area,file_name,width,height,attributes
3523,143,67,"[77.40030670166016, 39.199005126953125, 22.077072143554688, 24.544994354248047]",[],541.8816111218766,1634020451382_Table Set Outdoor for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3524,143,62,"[61.36277770996094, 26.699342727661133, 49.11565399169922, 70.7359390258789]",[],3474.241905973002,1634020451382_Table Set Outdoor for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3525,143,62,"[82.23641967773438, 46.107975006103516, 24.18963623046875, 25.08822250366211]",[],606.8749760326464,1634020451382_Table Set Outdoor for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3526,143,67,"[46.3177375793457, 35.91801834106445, 25.732463836669922, 26.364662170410156]",[],678.4277158660989,1634020451382_Table Set Outdoor for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3527,143,86,"[66.40505981445312, 38.140380859375, 6.237556457519531, 6.366497039794922]",[],39.711384722351795,1634020451382_Table Set Outdoor for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3528,143,62,"[46.8101806640625, 34.89971923828125, 30.926742553710938, 35.54560852050781]",[],1099.309883628739,1634020451382_Table Set Outdoor for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3529,143,62,"[82.0937728881836, 49.878639221191406, 24.019866943359375, 11.900588989257812]",[],285.8505640695803,1634020451382_Table Set Outdoor for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3530,143,67,"[81.2635726928711, 48.86715316772461, 24.37261199951172, 23.58749008178711]",[],574.8887438057282,1634020451382_Table Set Outdoor for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3531,143,72,"[100.32050323486328, 32.012428283691406, 35.61193084716797, 44.67682647705078]",[],1591.0280549716554,1634020451382_Table Set Outdoor for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3532,143,67,"[43.12504959106445, 22.288854598999023, 57.5556755065918, 24.214414596557617]",[],1393.6769891015501,1634020451382_Table Set Outdoor for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3533,143,67,"[64.86751556396484, 56.818397521972656, 17.658889770507812, 37.498321533203125]",[],662.1787265338935,1634020451382_Table Set Outdoor for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3534,144,67,"[15.543723106384277, 40.00008773803711, 112.53568267822266, 62.17839431762695]",[],6997.28805236987,1634028685685_Iron Bord for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3535,144,47,"[22.208173751831055, 42.32313919067383, 27.931787490844727, 45.22731399536133]",[],1263.2797233001402,1634028685685_Iron Bord for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3536,144,15,"[25.834020614624023, 39.819271087646484, 97.08091735839844, 57.4671516418457]",[],5578.963799364574,1634028685685_Iron Bord for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3537,144,62,"[53.94858932495117, 40.76964569091797, 69.54486083984375, 51.915565490722656]",[],3610.4607774741016,1634028685685_Iron Bord for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3538,144,42,"[26.105567932128906, 39.67058181762695, 99.59317779541016, 8.163803100585938]",[],813.059093683376,1634028685685_Iron Bord for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3539,144,84,"[28.288654327392578, 41.77095413208008, 95.16575622558594, 51.803829193115234]",[],4929.950580543897,1634028685685_Iron Bord for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3540,145,67,"[0.0, 46.828182220458984, 110.86239624023438, 58.25882339477539]",[],6458.712763681426,1634026397277_pantry Cupboard teek mahgany for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3541,146,1,"[1.2979044914245605, 17.81891632080078, 75.75479125976562, 86.85523986816406]",[],6579.700566029642,1634028579969_Cupboard for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3542,146,82,"[12.058101654052734, 10.205218315124512, 45.52393341064453, 91.17623138427734]",[],4150.70068617136,1634028579969_Cupboard for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3543,146,82,"[55.435264587402344, 3.744079828262329, 80.73889923095703, 103.08898162841797]",[],8323.290899518819,1634028579969_Cupboard for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3544,146,82,"[134.19143676757812, 44.243595123291016, 7.79095458984375, 59.49430465698242]",[],463.5174259368796,1634028579969_Cupboard for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3545,146,72,"[28.739166259765625, 16.664005279541016, 30.837574005126953, 51.87089157104492]",[],1599.5724575340137,1634028579969_Cupboard for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3546,146,72,"[137.16079711914062, 48.88798522949219, 4.6841583251953125, 32.776611328125]",[],153.5308368243277,1634028579969_Cupboard for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3547,146,79,"[134.23707580566406, 46.460201263427734, 7.537261962890625, 56.18144607543945]",[],423.4542765246006,1634028579969_Cupboard for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3548,146,82,"[28.825210571289062, 15.384880065917969, 29.660858154296875, 55.40123748779297]",[],1643.2482466979418,1634028579969_Cupboard for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3549,147,65,"[35.230712890625, 11.428223609924316, 102.23008728027344, 91.85555267333984]",[],9390.401166973286,1634026997996_Teak Stripe Pillows Sofa with StoolTll4000 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3550,147,1,"[0.13975422084331512, 1.9862526655197144, 14.625199317932129, 32.289302825927734]",[],472.23748966626226,1634026997996_Teak Stripe Pillows Sofa with StoolTll4000 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3551,147,64,"[62.51270294189453, 0.0, 21.177833557128906, 13.993406295776367]",[],296.35002942923165,1634026997996_Teak Stripe Pillows Sofa with StoolTll4000 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3552,147,63,"[30.0742244720459, 14.556707382202148, 109.23937225341797, 80.65341186523438]",[],8810.528082254576,1634026997996_Teak Stripe Pillows Sofa with StoolTll4000 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3553,147,86,"[59.78160095214844, 13.26962661743164, 21.448104858398438, 41.22474670410156]",[],884.1926900704857,1634026997996_Teak Stripe Pillows Sofa with StoolTll4000 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3554,147,67,"[7.92950963973999, 23.356679916381836, 92.8292465209961, 75.2046890258789]",[],6981.194617118163,1634026997996_Teak Stripe Pillows Sofa with StoolTll4000 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3555,147,62,"[23.745319366455078, 23.08614158630371, 33.59382629394531, 55.27137756347656]",[],1856.777056894498,1634026997996_Teak Stripe Pillows Sofa with StoolTll4000 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3556,147,65,"[33.85462951660156, 36.715049743652344, 71.69252014160156, 66.45413208007812]",[],4764.2642026436515,1634026997996_Teak Stripe Pillows Sofa with StoolTll4000 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3557,147,84,"[55.99411392211914, 27.138641357421875, 7.65631103515625, 23.160507202148438]",[],177.3240468716249,1634026997996_Teak Stripe Pillows Sofa with StoolTll4000 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3558,147,54,"[25.662986755371094, 32.319129943847656, 30.441688537597656, 39.703956604003906]",[],1208.6554806493805,1634026997996_Teak Stripe Pillows Sofa with StoolTll4000 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3559,147,63,"[81.1227035522461, 19.75077247619629, 48.039573669433594, 45.3651123046875]",[],2179.3206545831636,1634026997996_Teak Stripe Pillows Sofa with StoolTll4000 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3560,147,15,"[28.67692756652832, 10.759392738342285, 111.77597045898438, 92.77706146240234]",[],10370.246081292862,1634026997996_Teak Stripe Pillows Sofa with StoolTll4000 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3561,147,47,"[62.237457275390625, 12.930352210998535, 18.167030334472656, 16.05121612548828]",[],291.60293025692226,1634026997996_Teak Stripe Pillows Sofa with StoolTll4000 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3562,147,61,"[26.08842658996582, 32.851863861083984, 30.47501564025879, 28.451648712158203]",[],867.0644394941701,1634026997996_Teak Stripe Pillows Sofa with StoolTll4000 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3563,147,62,"[87.58189392089844, 20.525115966796875, 53.78364562988281, 84.44462585449219]",[],4541.739832306048,1634026997996_Teak Stripe Pillows Sofa with StoolTll4000 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3564,147,51,"[42.48818588256836, 15.89902114868164, 19.75096893310547, 9.38861083984375]",[],185.43416102277115,1634026997996_Teak Stripe Pillows Sofa with StoolTll4000 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3565,147,47,"[58.313961029052734, 26.303966522216797, 13.121204376220703, 25.034770965576172]",[],328.48634635120106,1634026997996_Teak Stripe Pillows Sofa with StoolTll4000 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3566,147,62,"[7.171568393707275, 19.598695755004883, 23.883359909057617, 25.83064079284668]",[],616.9224907371427,1634026997996_Teak Stripe Pillows Sofa with StoolTll4000 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3567,147,47,"[63.109806060791016, 22.057758331298828, 14.64896011352539, 30.99258041381836]",[],454.0090742972534,1634026997996_Teak Stripe Pillows Sofa with StoolTll4000 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3568,147,72,"[10.238923072814941, 0.1385447084903717, 16.19503402709961, 15.483057022094727]",[],250.74863531634765,1634026997996_Teak Stripe Pillows Sofa with StoolTll4000 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3569,147,47,"[34.3399658203125, 13.46962833404541, 8.175605773925781, 9.218291282653809]",[],75.36511543619417,1634026997996_Teak Stripe Pillows Sofa with StoolTll4000 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3570,147,1,"[118.85292053222656, 26.451913833618164, 23.05377197265625, 49.12506866455078]",[],1132.5181311336346,1634026997996_Teak Stripe Pillows Sofa with StoolTll4000 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3571,147,84,"[42.72458267211914, 16.173948287963867, 19.862163543701172, 8.468782424926758]",[],168.20834153991746,1634026997996_Teak Stripe Pillows Sofa with StoolTll4000 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3572,147,86,"[67.41849517822266, 1.953546166419983, 13.583358764648438, 10.988164901733398]",[],149.2561860253627,1634026997996_Teak Stripe Pillows Sofa with StoolTll4000 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3573,147,64,"[60.021217346191406, 0.0, 25.414817810058594, 27.617530822753906]",[],701.8945142239681,1634026997996_Teak Stripe Pillows Sofa with StoolTll4000 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3574,147,63,"[43.811546325683594, 16.23971176147461, 18.309001922607422, 8.854738235473633]",[],162.1214193774722,1634026997996_Teak Stripe Pillows Sofa with StoolTll4000 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3575,147,1,"[0.696813702583313, 4.2925615310668945, 22.088096618652344, 36.746952056884766]",[],811.6702274734562,1634026997996_Teak Stripe Pillows Sofa with StoolTll4000 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3576,147,62,"[100.63470458984375, 55.481353759765625, 41.36529541015625, 48.89055633544922]",[],2022.3723055827431,1634026997996_Teak Stripe Pillows Sofa with StoolTll4000 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3577,147,62,"[81.9958724975586, 15.205470085144043, 55.06470489501953, 51.26252365112305]",[],2822.7557370230497,1634026997996_Teak Stripe Pillows Sofa with StoolTll4000 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3578,147,62,"[41.21562576293945, 15.803011894226074, 21.045948028564453, 9.87756061553955]",[],207.8826273636405,1634026997996_Teak Stripe Pillows Sofa with StoolTll4000 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3579,147,86,"[62.2939338684082, 13.33028507232666, 18.23880386352539, 16.65301513671875]",[],303.73107681493275,1634026997996_Teak Stripe Pillows Sofa with StoolTll4000 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3580,147,65,"[21.496662139892578, 22.050630569458008, 36.48616027832031, 56.50279998779297]",[],2061.5702165284893,1634026997996_Teak Stripe Pillows Sofa with StoolTll4000 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3581,147,15,"[13.245733261108398, 24.24121856689453, 43.209556579589844, 53.84989929199219]",[],2326.8302702625515,1634026997996_Teak Stripe Pillows Sofa with StoolTll4000 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3582,147,62,"[31.692628860473633, 10.766291618347168, 110.15234375, 91.27495574951172]",[],10054.150301486254,1634026997996_Teak Stripe Pillows Sofa with StoolTll4000 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3583,147,65,"[75.16976165771484, 15.346355438232422, 64.01122283935547, 53.45090866088867]",[],3421.45802525818,1634026997996_Teak Stripe Pillows Sofa with StoolTll4000 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3584,147,1,"[38.27910232543945, 0.07756351679563522, 14.518115997314453, 5.438986301422119]",[],78.96383403185064,1634026997996_Teak Stripe Pillows Sofa with StoolTll4000 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3585,147,47,"[28.015161514282227, 3.9678397178649902, 8.981962203979492, 8.684003829956055]",[],77.99939417987844,1634026997996_Teak Stripe Pillows Sofa with StoolTll4000 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3586,147,81,"[7.920477867126465, 22.092742919921875, 22.672550201416016, 20.574249267578125]",[],466.47069937561173,1634026997996_Teak Stripe Pillows Sofa with StoolTll4000 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3587,147,67,"[29.996177673339844, 45.92110824584961, 73.96676635742188, 57.759578704833984]",[],4272.289262963575,1634026997996_Teak Stripe Pillows Sofa with StoolTll4000 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3588,147,62,"[101.6277084350586, 18.786176681518555, 28.38629913330078, 16.1419734954834]",[],458.2108882446046,1634026997996_Teak Stripe Pillows Sofa with StoolTll4000 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3589,147,84,"[56.32172393798828, 25.68448829650879, 21.4879150390625, 25.568696975708008]",[],549.417988273548,1634026997996_Teak Stripe Pillows Sofa with StoolTll4000 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3590,147,84,"[61.44634246826172, 28.089685440063477, 5.60772705078125, 22.628721237182617]",[],126.89569220633712,1634026997996_Teak Stripe Pillows Sofa with StoolTll4000 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3591,147,63,"[22.75752830505371, 22.516056060791016, 35.15107727050781, 54.09562301635742]",[],1901.5194246442406,1634026997996_Teak Stripe Pillows Sofa with StoolTll4000 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3592,147,62,"[4.148393154144287, 10.9618501663208, 35.623138427734375, 61.33415603637695]",[],2184.915130832116,1634026997996_Teak Stripe Pillows Sofa with StoolTll4000 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3593,147,65,"[12.810153007507324, 26.25257682800293, 79.49282836914062, 59.64525604248047]",[],4741.370101618348,1634026997996_Teak Stripe Pillows Sofa with StoolTll4000 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3594,147,47,"[55.56074142456055, 25.205339431762695, 8.58841323852539, 24.832944869995117]",[],213.27559247303725,1634026997996_Teak Stripe Pillows Sofa with StoolTll4000 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3595,147,15,"[100.23625183105469, 57.95606994628906, 41.76374816894531, 46.14018249511719]",[],1926.986962195253,1634026997996_Teak Stripe Pillows Sofa with StoolTll4000 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3596,147,58,"[29.042831420898438, 34.71138000488281, 25.973712921142578, 21.425567626953125]",[],556.5015427150065,1634026997996_Teak Stripe Pillows Sofa with StoolTll4000 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3597,147,63,"[97.15526580810547, 15.15933609008789, 44.776832580566406, 87.84149169921875]",[],3933.2637674431317,1634026997996_Teak Stripe Pillows Sofa with StoolTll4000 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3598,147,86,"[66.31665802001953, 24.28889274597168, 10.408004760742188, 28.489118576049805]",[],296.51488176887506,1634026997996_Teak Stripe Pillows Sofa with StoolTll4000 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3599,147,84,"[55.509002685546875, 29.930776596069336, 5.273975372314453, 19.13987922668457]",[],100.94325167060742,1634026997996_Teak Stripe Pillows Sofa with StoolTll4000 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3600,147,51,"[14.392617225646973, 39.75253677368164, 18.39480972290039, 23.464649200439453]",[],431.62775725669053,1634026997996_Teak Stripe Pillows Sofa with StoolTll4000 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3601,147,15,"[83.22148895263672, 18.576555252075195, 58.77851104736328, 85.81017303466797]",[],5043.794203694386,1634026997996_Teak Stripe Pillows Sofa with StoolTll4000 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3602,148,62,"[0.7571691870689392, 42.51438522338867, 17.091995239257812, 59.657649993896484]",[],1019.6682696809876,1634023628183_Shelf Rack for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3603,148,62,"[25.255844116210938, 6.980730056762695, 98.97149658203125, 97.62245178222656]",[],9661.840152894147,1634023628183_Shelf Rack for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3604,148,67,"[23.440998077392578, 33.673336029052734, 104.65811157226562, 68.59989929199219]",[],7179.535913947504,1634023628183_Shelf Rack for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3605,148,9,"[33.47289276123047, 36.75223159790039, 87.25260162353516, 65.51689147949219]",[],5716.519231872517,1634023628183_Shelf Rack for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3606,148,15,"[20.697025299072266, 8.770248413085938, 115.3282470703125, 93.92790985107422]",[],10832.541194102727,1634023628183_Shelf Rack for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3607,148,67,"[28.75963592529297, 73.13945007324219, 105.6642074584961, 30.679702758789062]",[],3241.7464770696824,1634023628183_Shelf Rack for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3608,148,62,"[4.81094217300415, 36.04793930053711, 23.063064575195312, 65.98251342773438]",[],1521.7589680175297,1634023628183_Shelf Rack for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3609,148,67,"[30.645078659057617, 53.34621047973633, 85.9409408569336, 28.41666030883789]",[],2442.1545229534095,1634023628183_Shelf Rack for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3610,148,7,"[9.316288948059082, 1.9584887027740479, 125.59854888916016, 105.04150390625]",[],13193.060463760048,1634023628183_Shelf Rack for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3611,148,84,"[96.10112762451172, 73.37225341796875, 45.89887237548828, 27.77465057373047]",[],1274.8251419574372,1634023628183_Shelf Rack for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3612,148,63,"[0.27507948875427246, 40.70643997192383, 15.60797119140625, 62.020816802978516]",[],968.0191219283734,1634023628183_Shelf Rack for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3613,148,51,"[57.943031311035156, 25.5555477142334, 11.929542541503906, 12.24119758605957]",[],146.03188736185257,1634023628183_Shelf Rack for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3614,148,1,"[0.0, 39.557289123535156, 14.232135772705078, 59.030120849609375]",[],840.1246946108295,1634023628183_Shelf Rack for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3615,148,47,"[49.891536712646484, 32.56496047973633, 6.5482177734375, 5.8424072265625]",[],38.25735484063625,1634023628183_Shelf Rack for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3616,148,15,"[29.93299674987793, 39.5123176574707, 88.05306243896484, 58.8714714050293]",[],5183.813347500778,1634023628183_Shelf Rack for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3617,148,79,"[15.065841674804688, 3.900634288787842, 115.885986328125, 103.09935760498047]",[],11947.770745849237,1634023628183_Shelf Rack for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3618,148,72,"[21.278675079345703, 7.291305065155029, 111.41171264648438, 87.3193588256836]",[],9728.39931396232,1634023628183_Shelf Rack for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3619,148,65,"[16.889537811279297, 4.425963878631592, 112.54713439941406, 98.47473907470703]",[],11083.049693588284,1634023628183_Shelf Rack for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3620,148,62,"[8.56509780883789, 71.4552001953125, 17.74580955505371, 30.03290557861328]",[],532.9582227829815,1634023628183_Shelf Rack for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3621,148,5,"[23.74558448791504, 4.054752826690674, 106.04886627197266, 96.5582046508789]",[],10239.888132482825,1634023628183_Shelf Rack for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3622,148,62,"[32.9355354309082, 48.68025588989258, 82.19844055175781, 54.73637771606445]",[],4499.244889712485,1634023628183_Shelf Rack for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3623,148,62,"[21.85932731628418, 54.9044075012207, 8.526687622070312, 43.58479690551758]",[],371.6339482847252,1634023628183_Shelf Rack for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3624,148,82,"[19.463441848754883, 4.1289777755737305, 108.91035461425781, 93.31886291503906]",[],10163.390452276217,1634023628183_Shelf Rack for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3625,148,9,"[14.683097839355469, 2.6581385135650635, 117.7463607788086, 100.42086029052734]",[],11824.190845486766,1634023628183_Shelf Rack for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3626,148,42,"[35.200294494628906, 41.74933624267578, 83.80680084228516, 57.580665588378906]",[],4825.651373331493,1634023628183_Shelf Rack for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3627,149,7,"[12.207818031311035, 0.0, 114.53053283691406, 100.62355041503906]",[],11524.468844976509,1634019623881_Three Door Display Cupboard5ftx6ftTDD2940 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3628,149,62,"[116.93620300292969, 73.71995544433594, 9.525276184082031, 31.84033203125]",[],303.28795639052987,1634019623881_Three Door Display Cupboard5ftx6ftTDD2940 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3629,149,62,"[120.80046844482422, 72.09905242919922, 21.16020965576172, 33.367042541503906]",[],706.053615770943,1634019623881_Three Door Display Cupboard5ftx6ftTDD2940 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3630,149,3,"[47.347782135009766, 34.66331100463867, 5.841388702392578, 4.864803314208984]",[],28.417207118982333,1634019623881_Three Door Display Cupboard5ftx6ftTDD2940 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3631,149,67,"[126.58133697509766, 72.80106353759766, 15.418663024902344, 5.139976501464844]",[],79.2515656320029,1634019623881_Three Door Display Cupboard5ftx6ftTDD2940 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3632,149,67,"[120.56470489501953, 72.4466552734375, 21.152915954589844, 32.00262451171875]",[],676.9488266226836,1634019623881_Three Door Display Cupboard5ftx6ftTDD2940 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3633,149,72,"[117.5678939819336, 46.49872970581055, 11.877082824707031, 26.281627655029297]",[],312.1490684268938,1634019623881_Three Door Display Cupboard5ftx6ftTDD2940 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3634,149,72,"[118.213134765625, 58.162315368652344, 9.1387939453125, 14.249481201171875]",[],130.22307252511382,1634019623881_Three Door Display Cupboard5ftx6ftTDD2940 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3635,149,72,"[84.64472198486328, 0.08012238889932632, 37.45726776123047, 77.3707504272461]",[],2898.0969156406936,1634019623881_Three Door Display Cupboard5ftx6ftTDD2940 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3636,149,7,"[27.313154220581055, 9.326557159423828, 52.11652374267578, 84.1181640625]",[],4383.946294553578,1634019623881_Three Door Display Cupboard5ftx6ftTDD2940 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3637,149,39,"[43.70281219482422, 23.490581512451172, 15.232612609863281, 22.097251892089844]",[],336.598877814773,1634019623881_Three Door Display Cupboard5ftx6ftTDD2940 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3638,149,62,"[68.84711456298828, 23.95835304260254, 11.755393981933594, 17.723894119262695]",[],208.3513582660089,1634019623881_Three Door Display Cupboard5ftx6ftTDD2940 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
3639,149,72,"[32.046661376953125, 1.2722070217132568, 92.60247802734375, 89.48155975341797]",[],8286.214170918334,1634019623881_Three Door Display Cupboard5ftx6ftTDD2940 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
